2019-04-14 12:50:35.387 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 14:47:37.894 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 14:47:39.894 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 14:48:38.308 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 14:48:39.708 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 14:48:41.708 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 15:15:16.005 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 15:15:17.232 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 15:15:19.231 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:00:00.670 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:00:02.079 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:00:04.078 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:00:06.078 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:00:14.932 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:00:16.932 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:00:18.932 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:00:20.932 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:00:53.565 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:01:03.618 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:01:04.981 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:01:06.980 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:01:08.980 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:01:10.980 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:07:37.166 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:07:38.563 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:07:48.215 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:07:49.575 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:07:51.573 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:08:56.020 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:08:57.440 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:08:59.439 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:09:01.439 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:09:03.439 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:10:40.600 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:10:51.386 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:11:02.451 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:11:12.235 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:11:37.066 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:12:39.318 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:12:40.737 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:12:42.736 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:12:44.736 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:12:46.736 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:13:04.254 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:13:16.850 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:13:18.204 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:13:20.202 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:14:11.320 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:14:12.703 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:14:14.702 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:14:16.702 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:14:18.702 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:14:38.712 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:14:40.130 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:14:48.811 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:14:50.165 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:16:18.021 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:20:17.106 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:20:18.519 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:21:07.836 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:21:28.878 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:21:39.492 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:21:40.853 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:21:42.851 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:23:15.778 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:23:51.237 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:24:02.295 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:24:03.662 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:24:05.660 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:24:07.660 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:24:38.781 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:24:55.803 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:28:01.938 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:28:17.513 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:28:18.857 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:29:41.124 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:29:42.537 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:32:54.899 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:33:16.492 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:33:17.905 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:33:26.069 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:33:27.407 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:33:45.375 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:33:46.783 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:34:00.440 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:34:01.797 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:34:03.795 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:34:05.795 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:34:25.100 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:34:26.489 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:34:37.130 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:34:38.494 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:34:40.492 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:34:42.492 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:45:30.333 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:45:31.732 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:45:33.731 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:45:55.045 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 17:45:57.048 - client : c1 with account number :10002 , transactin : 2, amount: -100 condition id: false
2019-04-15 17:45:59.048 - client : c1 with account number :10003 , transactin : 3, amount: 200 condition id: true
2019-04-15 17:46:01.048 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 17:46:03.048 - client : c1 with account number :10005 , transactin : 5, amount: 300 condition id: true
2019-04-15 17:53:48.137 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
